 lon     lat      ve     vn    sdve  sdvn   ve_p   vn_p stat source
-122.319 40.731  -7.47  11.03  0.17  0.16   0.02  -2.96 P349 #
-114.863 43.533   0.02   2.40  0.16  0.17  -1.88  -1.52 P350 #
-114.719 43.874   0.57   2.41  0.17  0.17  -2.02  -1.51 P351 #
-114.096 43.849   0.21   2.09  0.16  0.16  -1.91  -1.45 P352 #
-113.979 44.055   0.48   2.19  0.16  0.14  -1.99  -1.48 P353 #
-113.979 44.109   0.90   2.47  0.16  0.13  -2.05  -1.46 P354 #
-113.722 44.218   1.03   2.29  0.21  0.16  -1.71  -1.23 P355 #
-110.489 43.817   0.56   1.47  0.16  0.15  -1.39  -0.91 P356 #
-113.582 44.227   0.85   2.26  0.16  0.14  -1.66  -1.20 P357 #
-113.241 44.402   1.28   2.25  0.20  0.18  -1.62  -1.18 P358 #
-111.530 43.482  -0.30   0.94  0.15  0.14  -1.48  -1.22 P359 #
-111.451 44.318   0.34   0.88  0.13  0.13  -1.91  -1.95 P360 #
-124.226 42.209   1.24  16.47  0.19  0.14   0.01  -3.94 P362 #
-124.054 42.860   3.60  15.41  0.23  0.20  -1.39  -3.58 P363 #
-124.409 43.090   7.01  16.38  0.17  0.13  -1.82  -2.49 P364 #
-124.253 43.396   5.17  15.18  0.17  0.14  -0.81  -2.88 P365 #
-123.980 43.614   4.46  14.26  0.21  0.18  -1.01  -3.16 P366 #
-124.062 44.585   6.80  13.24  0.21  0.14   0.47  -2.03 P367 #
-123.383 42.504   1.06  13.51  0.16  0.14  -2.12  -3.45 P368 #
-123.429 43.140   3.06  13.18  0.17  0.14  -2.58  -3.55 P369 #
-122.656 42.191   0.16  11.58  0.18  0.15  -2.16  -2.91 P370 #
-123.058 43.363   3.57  12.18  0.17  0.13  -2.89  -3.45 P371 #
-117.252 45.428   2.92   3.97  0.15  0.14  -2.27  -1.92 P372 #
-123.333 43.623   3.95  12.71  0.16  0.15  -2.37  -3.49 P373 #
-123.591 44.382   5.40  12.62  0.16  0.18  -0.99  -2.88 P374 #
-123.427 44.689   6.00  12.11  0.16  0.20  -1.07  -2.76 P375 #
-123.102 44.941   5.70  11.56  0.15  0.15  -1.42  -2.85 P376 #
-122.887 44.052   5.18  11.27  0.17  0.13  -2.49  -3.32 P377 #
-122.931 44.535   5.31  11.04  0.19  0.14  -2.00  -3.12 P378 #
-122.577 44.497   5.40  10.41  0.26  0.20  -2.46  -3.15 P379 #
-121.780 42.260  -0.12   9.40  0.14  0.13  -2.57  -2.57 P380 #
-119.952 43.002   1.45   6.67  0.16  0.14  -2.67  -2.31 P381 #
-121.770 43.177   2.25   9.32  0.17  0.15  -3.27  -2.91 P382 #
-122.217 44.342   4.52   9.86  0.17  0.15  -2.75  -3.15 P383 #
-122.483 44.841   5.24  10.23  0.19  0.15  -2.18  -2.98 P384 #
-121.946 44.435   4.76   9.29  0.19  0.18  -2.85  -3.05 P385 #
-118.968 44.403   2.30   5.25  0.15  0.15  -2.59  -2.26 P386 #
-121.574 44.297   4.36   8.49  0.19  0.15  -3.02  -2.98 P387 #
-120.378 42.469  -0.07   7.46  0.17  0.16  -2.55  -2.27 P388 #
-120.603 43.812   2.58   7.21  0.15  0.14  -3.03  -2.67 P389 #
-118.928 43.034   0.53   5.49  0.15  0.13  -2.33  -2.12 P390 #
-118.412 42.255  -0.60   5.10  0.16  0.14  -1.88  -1.97 P391 #
-119.001 43.447   0.97   5.01  0.15  0.14  -2.51  -2.19 P392 #
-117.892 43.234   0.65   4.37  0.15  0.13  -2.16  -1.94 P393 #
-117.800 44.835   2.56   4.29  0.14  0.13  -2.36  -2.03 P394 #
-123.858 45.022   7.26  13.13  0.20  0.16  -0.21  -2.14 P395 #
-123.823 45.310   7.70  12.94  0.27  0.18  -0.19  -2.17 P396 #
-123.799 46.422   7.14  11.78  0.25  0.16   0.59  -2.05 P397 #
-123.916 46.926   9.67  12.00  0.16  0.14   0.80  -1.72 P398 #
-123.613 47.434   8.48   9.90  0.20  0.17   0.07  -1.74 P399 #
-123.812 47.513   9.40   9.80  0.28  0.21   0.42  -1.59 P400 #
-124.557 47.937  12.47  11.25  0.14  0.13   2.73   0.19 P401 #
-124.306 47.766  11.99  11.90  0.16  0.15   1.93  -0.61 P402 #
-124.141 48.062   9.44  10.09  0.19  0.21   0.37  -0.84 P403 #
-123.390 45.159   6.12  11.93  0.15  0.21  -0.92  -2.58 P404 #
-123.644 45.629   6.86  12.08  0.21  0.17  -0.28  -2.33 P405 #
-123.152 45.190   5.84  11.25  0.17  0.17  -1.20  -2.68 P406 #
-123.931 45.955  10.86  12.43  0.22  0.17   0.40  -2.15 P407 #
-123.377 46.201   6.48  10.97  0.17  0.18  -0.28  -2.26 P408 #
-123.239 45.851   6.39  11.40  0.15  0.18  -0.70  -2.40 P409 #
-123.079 46.111   6.22  10.55  0.18  0.19  -0.75  -2.34 P410 #
-123.157 45.538   5.95  10.96  0.17  0.19  -0.98  -2.56 P411 #
-122.589 45.221   5.82  10.57  0.18  0.13  -1.82  -2.80 P412 #
-120.150 48.427   4.47   4.82  0.15  0.15  -2.28  -1.99 P413 #
-122.693 45.835   5.93  10.01  0.22  0.14  -1.37  -2.53 P414 #
-123.730 46.656   7.76  11.78  0.24  0.15   0.50  -1.90 P415 #
-121.597 47.040   5.13   7.11  0.18  0.17  -2.04  -2.16 P416 #
-123.298 46.575   6.08  10.37  0.18  0.17  -0.27  -2.07 P417 #
-123.408 47.237   7.20   9.75  0.17  0.14  -0.14  -1.84 P418 #
-123.367 47.409   7.40   8.87  0.21  0.18  -0.33  -1.80 P419 #
-122.866 46.589   5.42   9.55  0.21  0.16  -0.90  -2.14 P420 #
-122.429 46.532   5.53   9.16  0.21  0.14  -1.41  -2.25 P421 #
-116.980 46.798   3.32   3.58  0.14  0.14  -2.20  -1.85 P422 #
-122.941 47.288   6.47   9.02  0.17  0.14  -0.91  -1.88 P423 #
-122.875 47.823   7.14   7.61  0.19  0.18  -1.34  -1.79 P424 #
-122.845 46.453   5.37   9.41  0.23  0.16  -0.96  -2.21 P425 #
-122.515 47.803   6.75   7.32  0.17  0.15  -1.65  -1.85 P426 #
-122.341 45.430   5.45   9.82  0.17  0.13  -1.91  -2.75 P427 #
-121.877 45.676   4.94   9.00  0.18  0.15  -2.10  -2.65 P429 #
-123.436 47.004   7.05   9.79  0.21  0.17  -0.02  -1.89 P430 #
-121.988 46.572   5.55   8.53  0.21  0.16  -1.78  -2.29 P431 #
-121.683 46.623   5.11   7.41  0.17  0.15  -2.07  -2.30 P432 #
-119.872 44.533   2.71   6.09  0.18  0.19  -2.80  -2.48 P433 #
-121.076 47.740   5.06   5.88  0.16  0.16  -2.27  -2.05 P434 #
-123.503 48.060   7.80   8.17  0.18  0.21  -0.75  -1.43 P435 #
-123.134 48.045   7.32   7.75  0.16  0.14  -1.23  -1.65 P436 #
-122.459 48.002   6.82   6.96  0.16  0.15  -1.80  -1.89 P437 #
-122.670 48.419   6.61   6.58  0.15  0.12  -1.98  -1.80 P438 #
-122.909 48.708   7.09   6.86  0.17  0.14  -1.92  -1.76 P439 #
-122.493 48.856   6.35   6.49  0.15  0.14  -2.14  -1.90 P440 #
-122.140 48.916   6.00   5.80  0.18  0.18  -2.26  -1.96 P441 #
-121.616 48.260   5.66   5.80  0.17  0.17  -2.28  -1.97 P442 #
-121.286 48.510   5.60   5.95  0.19  0.23  -2.32  -1.98 P443 #
-121.068 48.730   5.28   5.61  0.18  0.19  -2.40  -1.96 P444 #
-120.672 45.590   4.09   6.77  0.14  0.13  -2.58  -2.54 P445 #
-122.893 46.116   5.86  10.01  0.22  0.18  -1.05  -2.37 P446 #
-119.690 45.453   3.17   5.49  0.14  0.14  -2.56  -2.40 P447 #
-120.005 45.911   4.07   5.62  0.14  0.13  -2.53  -2.36 P448 #
-119.631 46.260   3.83   5.50  0.14  0.13  -2.42  -2.26 P449 #
-119.544 45.953   3.62   5.72  0.13  0.13  -2.49  -2.28 P450 #
-119.041 46.793   3.73   4.84  0.13  0.12  -2.35  -2.11 P451 #
-119.487 47.404   4.05   4.62  0.15  0.14  -2.35  -2.06 P452 #
-118.745 47.759   3.82   4.25  0.14  0.14  -2.29  -1.96 P453 #
-118.993 47.954   3.96   4.36  0.14  0.13  -2.29  -1.97 P454 #
-112.729 44.486   1.14   1.76  0.16  0.16  -1.69  -1.22 P455 #
-110.746 43.748   0.74   0.67  0.29  0.21  -1.38  -1.04 P459 #
-110.759 45.354   2.13   1.59  0.14  0.13  -1.14  -0.04 P461 #
-116.629 36.071  -5.96   5.47  0.16  0.15   2.64  -1.58 P462 #
-117.165 36.022  -7.74   8.12  0.16  0.13   2.79  -1.48 P463 #
-117.410 36.159  -8.64   8.89  0.17  0.14   2.84  -1.54 P464 #
-118.132 36.467 -10.36  11.55  0.21  0.17   1.68  -0.61 P465 #
-117.789 36.531  -8.70   9.34  0.16  0.14   2.44  -2.32 P466 #
-118.091 36.570  -9.51  10.70  0.17  0.14   1.72  -0.97 P467 #
-118.118 36.976  -8.10  10.03  0.15  0.13   1.48  -2.40 P468 #
-117.936 37.231  -6.49   8.70  0.15  0.13   0.97  -2.89 P469 #
-117.394 34.462 -14.95  16.20  0.14  0.13   1.56   0.65 P470 #
-117.541 33.562 -25.63  26.40  0.14  0.13  -0.19   2.66 P471 #
-117.105 32.889 -27.91  27.45  0.14  0.12  -0.53   2.04 P472 #
-116.950 32.734 -28.15  27.78  0.13  0.12  -0.75   1.81 P473 #
-117.249 33.355 -26.65  26.28  0.13  0.12  -0.00   2.37 P474 #
-117.244 32.666 -29.03  28.99  0.15  0.13  -0.89   1.98 P475 #
-117.190 33.440 -26.07  25.63  0.15  0.12   0.10   2.35 P476 #
-117.113 33.503 -24.90  25.30  0.15  0.14   0.22   2.29 P477 #
-117.072 33.236 -27.02  26.54  0.13  0.12  -0.06   2.12 P478 #
-116.783 33.493 -23.78  23.24  0.14  0.12   0.66   1.68 P479 #
-116.349 32.976 -27.02  25.98  0.16  0.15   0.21   1.05 P480 #
-116.011 32.822 -25.11  26.08  0.17  0.14  -0.32  -0.17 P481 #
-116.671 33.240 -26.06  25.20  0.15  0.13   0.46   1.65 P482 #
-116.569 33.059 -27.10  26.37  0.17  0.12   0.13   1.43 P483 #
-116.621 33.376 -24.38  23.39  0.16  0.13   0.65   1.51 P484 #
-116.409 33.210 -25.34  23.99  0.19  0.17   0.37   0.60 P485 #
-116.322 33.260 -23.84  22.89  0.15  0.14   0.77   0.92 P486 #
-116.183 33.214 -22.43  21.35  0.16  0.15   0.66   0.15 P487 #
-116.079 33.201 -20.71  19.63  0.16  0.14   0.78  -0.04 P488 #
-116.112 33.296 -18.63  17.08  0.17  0.14   0.96  -0.11 P489 #
-116.426 33.523 -18.77  18.19  0.17  0.15   1.26   0.81 P490 #
-116.227 33.575 -16.49  15.84  0.16  0.15   1.64   0.17 P491 #
-115.969 32.887 -24.16  25.32  0.16  0.14  -0.08  -0.53 P492 #
-115.825 32.955 -21.66  23.17  0.15  0.13   0.51  -0.96 P493 #
-115.732 32.760 -22.70  26.02  0.17  0.20   0.28  -0.42 P494 #
-115.628 33.045 -11.20  17.27  0.15  0.17   1.08  -0.84 P495 #
-115.596 32.751 -20.49  24.41  0.34  0.33   0.62  -1.30 P496 #
-115.577 32.835 -16.44  22.55  0.15  0.18   0.85  -1.29 P497 #
-115.570 32.898 -14.03  21.60  0.14  0.17   0.94  -0.65 P498 #
-115.488 32.980  -6.96   7.43  0.15  0.13   1.19  -1.17 P499 #
-115.398 32.876  -4.41   7.02  0.15  0.15   1.27  -1.06 P501 #
-115.422 32.982  -5.23   5.68  0.14  0.13   1.32  -1.24 P502 #
-115.720 32.949 -18.51  21.56  0.15  0.14   0.73  -1.25 P503 #
-115.766 33.516  -9.99   7.05  0.14  0.14   1.84  -0.71 P504 #
-115.687 33.424  -7.17   6.08  0.15  0.14   1.65  -1.31 P505 #
-115.510 33.081  -5.79   5.20  0.15  0.18   1.31  -1.23 P506 #
-115.612 33.200 -10.49  -0.25  0.15  0.13   1.35  -1.03 P507 #
-115.429 33.248  -5.67   4.75  0.14  0.12   1.51  -0.61 P508 #
-115.294 32.891  -3.61   5.48  0.16  0.12   1.50  -1.20 P509 #
-115.343 33.144  -4.82   4.60  0.14  0.13   1.53  -1.28 P510 #
-115.296 33.887  -6.26   4.22  0.15  0.13   2.70  -1.64 P511 #
-119.694 37.563 -10.94  13.21  0.18  0.15   1.15  -2.57 P512 #
-120.650 34.907 -27.70  35.74  0.15  0.16  -2.52   0.88 P513 #
-120.410 35.011 -26.34  33.98  0.16  0.14  -2.69   1.11 P514 #
-120.240 34.871 -27.35  32.09  0.15  0.13  -2.49   1.46 P515 #
-120.383 35.106 -25.66  33.30  0.15  0.13  -2.67   1.08 P516 #
-118.178 34.376 -21.75  21.74  0.15  0.15  -1.25   1.64 P517 #
-120.075 35.020 -25.05  30.07  0.19  0.17  -2.63   1.73 P518 #
-119.792 34.508 -27.66  29.92  0.16  0.15  -2.41   1.88 P519 #
-119.616 34.630 -27.23  27.16  0.18  0.17  -2.58   2.00 P520 #
-119.815 34.889 -25.13  27.91  0.19  0.17  -2.52   2.04 P521 #
-119.536 35.087 -20.09  21.60  0.16  0.13   0.32  -0.48 P522 #
-120.860 35.304 -25.92  36.67  0.14  0.13  -2.83   0.59 P523 #
-120.808 35.426 -25.26  36.46  0.17  0.14  -2.79   0.38 P525 #
-120.870 35.636 -24.01  35.74  0.37  0.32  -3.00   0.02 P526 #
-120.605 35.754 -24.03  33.63  0.33  0.31  -2.54  -0.58 P527 #
-120.545 35.328 -24.29  34.62  0.15  0.13  -2.83   0.47 P528 #
-120.354 35.440 -23.15  31.96  0.15  0.13  -2.68   0.38 P529 #
-120.480 35.625 -23.05  33.85  0.34  0.36  -3.14  -0.40 P530 #
-120.267 35.634 -20.84  29.89  0.14  0.13  -1.30  -1.14 P532 #
-120.371 35.748 -21.42  31.63  0.37  0.31  -1.91  -1.50 P533 #
-122.238 37.061 -26.35  34.77  0.15  0.13  -1.29   1.79 P534 #
-120.101 35.235 -23.23  29.28  0.16  0.14  -2.52   1.38 P535 #
-120.025 35.280 -22.18  27.76  0.15  0.12  -2.17   1.17 P536 #
-119.935 35.317 -20.76  26.10  0.15  0.13  -1.43   0.44 P537 #
-120.182 35.703 -17.02  24.39  0.33  0.29  -0.94  -2.47 P539 #
-120.131 35.801 -13.60  21.42  0.35  0.28  -0.46  -3.34 P540 #
-120.001 35.687 -14.92  21.26  0.14  0.12   1.38  -3.44 P541 #
-120.293 35.689 -20.90  30.04  0.33  0.28  -1.82  -1.50 P542 #
-119.713 35.319 -17.94  22.17  0.16  0.14   1.45  -2.00 P543 #
-119.504 34.467 -26.91  27.05  0.17  0.19  -2.45   1.90 P548 #
-119.326 34.600 -25.25  24.01  0.18  0.19  -2.59   1.75 P549 #
-119.115 34.660 -22.98  22.23  0.17  0.15  -2.22   1.41 P550 #
-119.155 34.856 -21.51  21.98  0.19  0.19   0.46  -0.16 P551 #
-120.245 35.687 -20.34  28.85  0.33  0.30  -1.47  -1.82 P552 #
-118.879 34.835 -20.64  20.09  0.15  0.14   1.91  -0.21 P553 #
-118.848 34.792 -21.96  19.87  0.17  0.20   1.19   0.12 P554 #
-118.669 34.695 -20.29  21.74  0.17  0.21   0.24   0.91 P555 #
-118.545 34.771 -18.95  20.44  0.17  0.17   2.68   0.07 P556 #
-118.656 34.944 -17.96  17.34  0.18  0.14   3.62  -0.57 P557 #
-118.612 35.139 -16.17  15.44  0.15  0.14   3.35  -0.36 P558 #
-118.618 34.839 -17.99  18.92  0.26  0.25   3.30  -0.33 P559 #
-118.541 34.822 -18.13  18.84  0.15  0.15   3.31  -0.12 P560 #
-118.399 34.618 -19.75  20.54  0.26  0.20   0.52   1.32 P561 #
-118.189 34.982 -14.32  16.43  0.16  0.14   3.77  -0.03 P562 #
-118.754 35.421 -14.86  14.22  0.14  0.12   3.13  -1.47 P567 #
-118.127 35.254 -13.23  14.05  0.22  0.15   3.39  -0.19 P568 #
-118.124 35.378 -13.06  13.44  0.18  0.14   3.13  -0.23 P569 #
-118.260 35.667 -12.31  12.83  0.17  0.14   2.62  -0.49 P570 #
-118.767 36.231 -11.08  13.51  0.14  0.12   1.65  -1.82 P571 #
-118.955 36.586 -10.21  13.87  0.14  0.13   0.99  -2.31 P572 #
-118.260 36.093 -11.47  11.93  0.17  0.14   2.21  -0.62 P573 #
-117.634 34.287 -20.22  19.44  0.19  0.17  -0.18   1.42 P574 #
-117.542 34.216 -21.39  20.97  0.23  0.24  -0.22   1.61 P575 #
-117.319 34.305 -16.26  16.31  0.15  0.16   1.08   1.32 P577 #
-120.239 35.694 -18.90  27.70  0.33  0.29  -1.33  -1.96 P578 #
-118.006 35.039 -12.75  16.00  0.14  0.13   3.46  -0.15 P579 #
-117.192 35.621  -9.13  10.22  0.15  0.14   2.62  -1.06 P580 #
-117.729 34.510 -16.26  18.30  0.14  0.13   1.49   0.30 P581 #
-117.549 34.634 -13.83  16.32  0.16  0.14   2.00   0.12 P582 #
-117.543 34.987 -11.18  14.73  0.14  0.12   2.50  -0.22 P583 #
-116.952 33.893 -18.10  18.61  0.14  0.13   1.11   2.39 P584 #
-116.546 34.019 -13.53  14.00  0.16  0.14   2.58   1.63 P585 #
-117.281 34.535 -13.49  14.93  0.15  0.13   1.52   0.63 P586 #
-118.031 34.332 -21.80  21.55  0.17  0.16  -1.09   1.56 P587 #
-117.268 34.785 -11.23  13.94  0.14  0.14   1.57   0.42 P588 #
-117.110 34.621 -11.74  13.37  0.14  0.13   1.07   0.80 P589 #
-117.365 35.117 -10.10  13.31  0.15  0.13   2.43  -0.38 P590 #
-118.016 35.152 -12.22  15.29  0.15  0.13   3.36  -0.11 P591 #
-117.303 35.239  -9.18  12.56  0.14  0.14   2.43  -0.53 P592 #
-117.205 35.388  -8.44  11.53  0.15  0.14   2.58  -0.80 P593 #
-117.390 35.897  -9.38   9.67  0.16  0.14   2.68  -1.17 P594 #
-117.403 35.698  -9.85  10.72  0.14  0.13   2.63  -0.92 P595 #
-116.890 35.998  -7.26   6.97  0.17  0.14   2.77  -1.52 P596 #
-116.888 35.711  -7.67   8.22  0.16  0.15   2.69  -1.45 P597 #
-116.710 34.192 -13.12  13.45  0.16  0.14   2.31   2.16 P598 #
-116.537 34.217 -11.21  11.97  0.16  0.13   2.87   1.99 P599 #
-116.212 33.866 -11.95  11.16  0.14  0.14   2.60   0.05 P600 #
-116.080 33.959  -9.61   8.33  0.16  0.13   3.11  -0.61 P601 #
-120.228 35.729 -16.15  24.62  0.37  0.28  -0.95  -2.41 P602 #
-116.030 34.717  -6.81   6.16  0.15  0.14   3.14  -3.09 P603 #
-116.671 34.937  -8.10   9.06  0.17  0.15   1.63  -1.45 P604 #
-117.937 34.341 -21.14  21.17  0.16  0.16  -0.81   1.34 P605 #
-116.880 34.462 -11.85  12.26  0.15  0.14   0.94   1.50 P606 #
-115.821 33.741  -8.59   6.37  0.14  0.14   2.49  -1.08 P607 #
-115.687 33.994  -7.53   4.99  0.15  0.15   3.19  -1.68 P608 #
-116.893 34.063 -14.71  16.03  0.15  0.15   1.61   2.29 P609 #
-115.764 34.426  -6.88   5.16  0.15  0.14   4.13  -2.10 P610 #
-115.650 35.205  -5.77   4.72  0.14  0.12   2.59  -2.38 P611 #
-117.316 34.187 -18.00  17.65  0.15  0.15   0.48   1.84 P612 #
-115.250 34.732  -6.06   4.21  0.16  0.14   3.05  -1.98 P614 #
-116.763 35.205  -7.63   9.51  0.15  0.13   2.17  -1.44 P615 #
-117.893 35.425 -11.75  12.96  0.16  0.13   2.85  -0.16 P616 #
-116.572 35.321  -6.73   7.55  0.15  0.13   2.33  -1.87 P617 #
-116.104 35.142  -6.20   5.83  0.14  0.13   2.41  -2.79 P618 #
-116.122 35.526  -5.87   5.25  0.17  0.15   2.81  -2.20 P619 #
-116.145 35.785  -5.86   4.88  0.16  0.15   2.68  -1.89 P620 #
-115.544 35.473  -5.44   4.45  0.17  0.15   2.53  -1.97 P621 #
-115.366 35.163  -5.56   4.23  0.15  0.13   2.63  -2.00 P622 #
-114.599 34.189  -5.23   3.74  0.14  0.13   2.53  -1.45 P623 #
-114.965 34.844  -5.55   3.86  0.16  0.14   2.77  -1.71 P625 #
-115.238 35.291  -5.34   4.11  0.15  0.14   2.51  -1.80 P626 #
-118.379 37.973  -5.60   9.18  0.15  0.14   0.98  -2.27 P627 #
-119.249 37.934 -11.27  13.54  0.20  0.17   0.95  -2.38 P628 #
-119.179 37.376 -10.83  12.58  0.17  0.14   0.79  -2.38 P629 #
-119.147 37.963 -11.38  13.34  0.24  0.16   0.93  -2.35 P636 #
-118.593 37.541  -7.05  10.08  0.18  0.16   0.85  -2.14 P645 #
-118.555 37.891  -5.63  10.70  0.16  0.14   0.97  -2.26 P650 #
-118.387 37.563  -6.50   9.47  0.15  0.14   0.91  -2.34 P651 #
-118.238 37.589  -6.39   9.52  0.17  0.15   0.93  -2.48 P652 #
-118.472 37.737  -5.94  10.03  0.16  0.14   0.96  -2.28 P653 #
-119.150 38.058 -10.76  12.88  0.22  0.17   0.91  -2.38 P654 #
-122.206 41.294  -4.05  10.65  0.20  0.18  -0.85  -2.71 P655 #
-122.196 41.345  -4.33  10.85  0.29  0.23  -1.02  -2.69 P656 #
-122.294 41.381  -3.77  10.77  0.19  0.16  -0.97  -2.74 P657 #
-122.191 41.479  -3.17  10.25  0.20  0.23  -1.21  -2.66 P658 #
-122.068 41.410  -3.51   9.91  0.28  0.22  -1.15  -2.64 P660 #
-122.313 41.464  -3.19  10.57  0.19  0.16  -1.08  -2.71 P661 #
-122.153 41.532  -2.78  10.20  0.20  0.18  -1.33  -2.62 P663 #
-121.507 41.712  -2.46   8.82  0.16  0.16  -1.85  -2.43 P672 #
-121.613 41.586  -1.32   9.90  0.18  0.17  -1.68  -2.46 P673 #
-112.719 42.212  -1.05   1.76  0.15  0.14  -1.20  -1.00 P675 #
-113.868 42.879  -0.71   2.08  0.13  0.12  -1.56  -1.26 P677 #
-112.805 43.449  -0.08   1.68  0.13  0.12  -1.64  -1.23 P678 #
-113.306 44.040   0.67   2.07  0.17  0.17  -1.70  -1.25 P679 #
-112.636 44.400   0.91   1.61  0.17  0.15  -1.72  -1.25 P681 #
-110.908 42.503   0.87   2.00  0.16  0.14  -1.08  -0.79 P682 #
-111.735 42.827  -0.10   1.14  0.15  0.13  -1.29  -1.00 P683 #
-111.450 43.919   0.18   1.06  0.13  0.12  -1.63  -1.49 P684 #
-111.830 44.068   0.36   1.11  0.14  0.14  -1.79  -1.59 P685 #
-122.355 46.110   5.38   9.11  0.22  0.19  -1.64  -2.43 P687 #
-122.164 46.030   5.23   7.87  0.25  0.19  -1.83  -2.48 P688 #
-122.361 46.190   5.28   9.29  0.21  0.15  -1.56  -2.38 P689 #
-122.346 46.300   5.37   9.55  0.21  0.17  -1.58  -2.36 P702 #
-122.311 46.173   4.97   9.20  0.25  0.17  -1.66  -2.41 P705 #
-112.524 45.043   1.83   1.94  0.16  0.16  -1.60  -1.11 P706 #
-111.837 44.719   1.15   1.50  0.15  0.15  -1.71  -1.42 P707 #
-109.690 43.501   1.39   1.74  0.17  0.14  -1.24  -0.63 P715 #
-111.789 45.218   1.88   1.92  0.19  0.15  -1.49  -0.75 P719 #
-110.002 45.003   2.21   1.93  0.19  0.19  -1.28  -0.54 P721 #
-109.571 45.457   2.10   1.61  0.15  0.14  -1.28  -0.53 P722 #
-118.725 37.380  -8.18  10.88  0.28  0.21   0.59  -2.01 P723 #
-118.561 37.439  -7.83  10.50  0.19  0.16   0.74  -2.09 P724 #
-119.746 37.089 -11.10  14.23  0.15  0.12   1.16  -2.96 P725 #
-118.147 37.281  -7.02   9.54  0.16  0.13   0.87  -2.83 P726 #
-118.467 37.274  -8.47  11.03  0.18  0.15   0.54  -1.91 P727 #
-106.974 39.178  -0.35   1.35  0.17  0.15  -0.09  -0.10 P728 #
-119.096 34.263 -27.05  28.05  0.28  0.17  -1.98   2.13 P729 #
-120.828 41.359  -3.49   8.43  0.17  0.15  -1.54  -2.28 P730 #
-120.473 41.333  -3.08   8.15  0.16  0.14  -1.55  -2.18 P731 #
-123.891 43.392   3.77  14.08  0.19  0.18  -1.59  -3.37 P732 #
-124.413 42.442   4.58  17.51  0.17  0.14  -1.20  -3.28 P733 #
-124.293 42.077   1.09  17.28  0.17  0.14  -0.01  -3.96 P734 #
-123.231 42.692   1.41  12.82  0.19  0.17  -2.50  -3.34 P735 #
-121.880 42.580   0.81   9.41  0.16  0.14  -2.96  -2.73 P736 #
-122.610 42.727   1.76  10.93  0.18  0.16  -2.97  -3.09 P737 #
-119.659 42.546  -0.25   6.31  0.19  0.17  -2.35  -2.12 P738 #
-117.725 42.020  -1.13   4.54  0.17  0.15  -1.60  -1.88 P739 #
-116.596 33.598 -19.55  18.70  0.22  0.19   1.14   1.28 P740 #
-116.531 33.557 -19.17  18.93  0.21  0.19   1.13   1.07 P741 #
-116.603 33.496 -22.17  21.50  0.18  0.14   0.86   1.15 P742 #
-115.508 32.829 -12.03  22.16  0.17  0.20   1.17  -1.57 P744 #
-111.415 40.808   0.12   2.15  0.17  0.14  -0.54  -0.63 P783 #
-122.420 41.831  -1.70  10.78  0.22  0.17  -1.74  -2.75 P784 #
-123.981 41.845  -0.26  17.01  0.19  0.17   0.40  -4.44 P786 #
-121.581 36.799 -28.32  35.19  0.17  0.15   0.79  -0.10 P787 #
-121.479 36.744 -28.20  36.35  0.20  0.16   0.75  -0.40 P788 #
-122.137 46.245   5.98   9.04  0.31  0.34  -1.78  -2.40 P792 #
-123.573 40.479  -9.69  15.11  0.20  0.17   1.21  -3.79 P793 #
-122.964 39.846 -12.15  13.28  0.21  0.20   1.15  -3.49 P794 #
-116.148 34.508  -7.28   6.89  0.17  0.16   4.06  -2.58 P795 #
-114.759 32.498  -4.59   4.41  0.20  0.17   3.24  -0.84 P796 #
-116.593 33.537 -21.24  20.01  0.19  0.19   1.00   1.18 P797 #
-110.961 43.796   0.22   0.74  0.19  0.18  -1.43  -1.18 P798 #
-118.306 33.928 -24.22  27.45  0.20  0.18  -1.31   2.37 P799 #
-118.349 34.022 -24.54  26.84  0.18  0.17  -1.47   2.31 P800 #
-118.621 34.836 -18.21  18.89  0.23  0.22   3.20  -0.23 P808 #
-118.017 35.152 -12.49  15.55  0.21  0.19   3.38  -0.10 P811 #
-118.017 35.152 -12.50  15.20  0.21  0.20   3.37  -0.04 P812 #
-118.746 47.759   3.97   4.45  0.22  0.23  -2.27  -1.97 P813 #
-118.745 47.759   3.76   4.18  0.23  0.23  -2.26  -1.98 P814 #
-124.557 47.937  12.70  11.54  0.21  0.19   2.76   0.14 P815 #
-124.557 47.937  12.58  11.45  0.20  0.19   2.76   0.15 P816 #
-124.054 42.862   3.03  15.24  0.47  0.33  -1.26  -3.40 P820 #
-123.429 43.145   2.12  13.63  0.47  0.42  -2.47  -3.46 P821 #
-124.205 47.213  13.02  14.79  0.14  0.12   1.34  -1.67 PABH #
-117.803 38.642  -4.25   5.02  0.17  0.13   0.37  -1.92 PACT #
-115.745 36.139  -5.33   4.15  0.14  0.14   2.16  -1.57 PAHR #
-117.032 33.389 -27.39  25.37  0.37  0.39   0.09   2.10 PALG #
-117.110 40.073  -4.41   4.46  0.20  0.18   1.21  -2.16 PALO #
-116.064 31.559 -30.22  30.45  0.18  0.16  -1.16   1.42 PALX #
-117.419 36.240  -8.91   8.47  0.12  0.10   2.83  -1.54 PANA #
-112.676 38.034  -2.98   2.86  0.21  0.20   0.63  -0.67 PARO #
-117.698 41.324  -2.46   5.18  0.48  0.49  -1.20  -1.79 PARP #
